"","X.tax_id","chromosome","chr_start","chr_stop","chr_orient","contig","ctg_start","ctg_stop","ctg_orient","feature_name","feature_id","feature_type","group_label","transcript","evidence_code"
"1928190",9606,"21",45263928,45287912,"-","NC_000021.9",45263928,45287912,"-","POFUT2","GeneID:23275","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"516595",9606,"11",47778083,47848544,"-","NC_000011.10",47778083,47848544,"-","NUP160","GeneID:23279","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1078780",9606,"16",4616493,4690974,"+","NC_000016.10",4616493,4690974,"+","MGRN1","GeneID:23295","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"254327",9606,"1",203340621,203351429,"-","NC_000001.11",203340621,203351429,"-","FMOD","GeneID:2331","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1761142",9606,"2",199269500,199471266,"-","NC_000002.12",199269500,199471266,"-","SATB2","GeneID:23314","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1880652",9606,"20",49812713,49892242,"+","NC_000020.11",49812713,49892242,"+","SLC9A8","GeneID:23315","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"3128724",9606,"X",147911951,147951127,"+","NC_000023.11",147911951,147951127,"+","FMR1","GeneID:2332","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"28196",9606,"1",15526694,15571733,"+","NC_000001.11",15526694,15571733,"+","DNAJC16","GeneID:23341","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2934426",9606,"9",34810040,34982544,"+","NC_000009.12",34810040,34982544,"+","PHF24","GeneID:23349","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2835152",9606,"8",43056299,43085788,"+","NC_000008.11",43056299,43085788,"+","FNTA","GeneID:2339","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"3018775",9606,"9",130693760,130704894,"+","NC_000009.12",130693760,130704894,"+","EXOSC2","GeneID:23404","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"246155",9606,"1",197201462,197478455,"+","NC_000001.11",197201462,197478455,"+","CRB1","GeneID:23418","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"118249",9606,"1",63440770,63523517,"-","NC_000001.11",63440770,63523517,"-","ITGB3BP","GeneID:23421","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1031556",9606,"15",79311062,79419879,"+","NC_000015.10",79311062,79419879,"+","TMED3","GeneID:23423","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"857852",9606,"14",23125295,23183660,"-","NC_000014.9",23125295,23183660,"-","SLC7A8","GeneID:23428","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2142298",9606,"3",128572000,128576086,"-","NC_000003.12",128572000,128576086,"-","LINC01565","GeneID:23434","GENE","GRCh38.p7-Primary Assembly","-",""
"1114488",9606,"16",29670588,29698699,"+","NC_000016.10",29670588,29698699,"+","QPRT","GeneID:23475","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;mismatch;N"
"748842",9606,"12",108561463,108569384,"+","NC_000012.12",108561463,108569384,"+","ISCU","GeneID:23479","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"831871",9606,"13",94574054,94596275,"-","NC_000013.11",94574054,94596275,"-","TGDS","GeneID:23483","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1319223",9606,"17",75032567,75065889,"+","NC_000017.11",75032567,75065889,"+","KCTD2","GeneID:23510","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2835676",9606,"8",47260878,47736001,"+","NC_000008.11",47260878,47736001,"+","SPIDR","GeneID:23514","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1519278",9606,"19",49487554,49492308,"+","NC_000019.10",49487554,49492308,"+","RPL13A","GeneID:23521","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2763422",9606,"7",128954180,129055173,"-","NC_000007.14",128954180,129055173,"-","TNPO3","GeneID:23534","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1789224",9606,"2",219372029,219400022,"-","NC_000002.12",219372029,219400022,"-","DNPEP","GeneID:23549","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"190807",9606,"1",153658654,153661852,"+","NC_000001.11",153658654,153661852,"+","SNAPIN","GeneID:23557","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"3008436",9606,"9",127802858,127814520,"+","NC_000009.12",127802858,127814520,"+","FPGS","GeneID:2356","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2455747",9606,"5",177022680,177081189,"+","NC_000005.10",177022680,177081189,"+","ZNF346","GeneID:23567","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1500489",9606,"19",43349056,43349548,"+","NC_000019.10",43349056,43349548,"+","PRG1","GeneID:23574","GENE","GRCh38.p7-Primary Assembly","-",""
"974657",9606,"15",43185118,43197177,"+","NC_000015.10",43185118,43197177,"+","CCNDBP1","GeneID:23582","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"693537",9606,"12",54171815,54188994,"-","NC_000012.12",54171815,54188994,"-","SMUG1","GeneID:23583","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1269056",9606,"17",43917208,43917987,"+","NC_000017.11",43917208,43917987,"+","FAM215A","GeneID:23591","GENE","GRCh38.p7-Primary Assembly","-",""
"1125655",9606,"16",46689646,46698394,"+","NC_000016.10",46689646,46698394,"+","ORC6","GeneID:23594","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2773164",9606,"7",140453040,140479569,"-","NC_000007.14",140453040,140479569,"-","MKRN1","GeneID:23608","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"249998",9606,"1",201464284,201469171,"-","NC_000001.11",201464284,201469171,"-","PHLDA3","GeneID:23612","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1232606",9606,"17",28247444,28248289,"+","NC_000017.11",28247444,28248289,"+","PPY2P","GeneID:23614","GENE","GRCh38.p7-Primary Assembly","-",""
"1232593",9606,"17",28226563,28228060,"+","NC_000017.11",28226563,28228060,"+","PYY2","GeneID:23615","GENE","GRCh38.p7-Primary Assembly","-",""
"197860",9606,"1",155320849,155331118,"+","NC_000001.11",155320849,155331118,"+","RUSC1","GeneID:23623","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2575797",9606,"6",118501373,118503846,"+","NC_000006.12",118501373,118503846,"+","BRD7P3","GeneID:23629","GENE","GRCh38.p7-Primary Assembly","-",""
"2887520",9606,"8",132570419,132685039,"-","NC_000008.11",132570419,132685039,"-","LRRC6","GeneID:23639","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"530736",9606,"11",62851988,62855888,"-","NC_000011.10",62851988,62855888,"-","SNHG1","GeneID:23642","GENE","GRCh38.p7-Primary Assembly","-",""
"2681315",9606,"7",32485333,32495258,"-","NC_000007.14",32485333,32495258,"-","LSM5","GeneID:23658","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"3057458",9606,"X",21705972,21758160,"-","NC_000023.11",21705972,21758160,"-","SMPX","GeneID:23676","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1043149",9606,"15",90346527,90349447,"-","NC_000015.10",90346527,90349447,"-","GABARAPL3","GeneID:23766","GENE","GRCh38.p7-Primary Assembly","-",""
"1968654",9606,"22",32121977,32133469,"+","NC_000022.11",32121977,32133469,"+","AP1B1P1","GeneID:23782","GENE","GRCh38.p7-Primary Assembly","-",""
"1934168",9606,"22",16653708,16675540,"-","NC_000022.11",16653708,16675540,"-","ANKRD62P1-PARP4P3","GeneID:23783","GENE","GRCh38.p7-Primary Assembly","-",""
"1935284",9606,"22",17628855,17730855,"+","NC_000022.11",17628855,17730855,"+","BCL2L13","GeneID:23786","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2510433",9606,"6",36968135,36986551,"-","NC_000006.12",36968135,36986551,"-","MTCH1","GeneID:23787","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1506575",9606,"19",45609396,45645601,"-","NC_000019.10",45609396,45645601,"-","EML2","GeneID:24139","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1123567",9606,"16",32673528,32678621,"-","NC_000016.10",32673528,32678621,"-","TP53TG3","GeneID:24150","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1200426",9606,"17",6853576,6900349,"+","NC_000017.11",6853576,6900349,"+","ALOX12P2","GeneID:245","GENE","GRCh38.p7-Primary Assembly","-",""
"2803007",9606,"8",12393284,12400365,"-","NC_000008.11",12393284,12400365,"-","DEFB109P1","GeneID:245912","GENE","GRCh38.p7-Primary Assembly","-",""
"1850591",9606,"20",31377163,31390649,"-","NC_000020.11",31377163,31390649,"-","DEFB119","GeneID:245932","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1850656",9606,"20",31421439,31429180,"-","NC_000020.11",31421439,31429180,"-","DEFB122","GeneID:245935","GENE","GRCh38.p7-Primary Assembly","-",""
"1850665",9606,"20",31440519,31450257,"+","NC_000020.11",31440519,31450257,"+","DEFB123","GeneID:245936","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"3147459",9606,"Y",20465668,20519228,"-","NC_000024.10",20465668,20519228,"-","TTTY10","GeneID:246119","GENE","GRCh38.p7-Primary Assembly","-",""
"3141897",9606,"Y",6449468,6457906,"+","NC_000024.10",6449468,6457906,"+","TTTY7","GeneID:246122","GENE","GRCh38.p7-Primary Assembly","-",""
"3147045",9606,"Y",19567358,19607170,"+","NC_000024.10",19567358,19607170,"+","TXLNGY","GeneID:246126","GENE","GRCh38.p7-Primary Assembly","-",""
"37149",9606,"1",19265982,19274074,"-","NC_000001.11",19265982,19274074,"-","AKR7L","GeneID:246181","GENE","GRCh38.p7-Primary Assembly","-",""
"160106",9606,"1",112923350,112924673,"+","NC_000001.11",112923350,112924673,"+","AKR7A2P1","GeneID:246182","GENE","GRCh38.p7-Primary Assembly","-",""
"2566266",9606,"6",108294874,108525784,"+","NC_000006.12",108294874,108525784,"+","LACE1","GeneID:246269","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1901803",9606,"21",17777404,17792509,"-","NC_000021.9",17777404,17792509,"-","C21orf91-OT1","GeneID:246312","GENE","GRCh38.p7-Primary Assembly","-",""
"703574",9606,"12",57243453,57251193,"-","NC_000012.12",57243453,57251193,"-","STAC3","GeneID:246329","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1904465",9606,"21",28013363,28023209,"+","NC_000021.9",28013363,28023209,"+","LINC00314","GeneID:246705","GENE","GRCh38.p7-Primary Assembly","-",""
"1291654",9606,"17",56884102,56884913,"-","NC_000017.11",56884102,56884913,"-","MTVR2","GeneID:246754","GENE","GRCh38.p7-Primary Assembly","-",""
"1590658",9606,"2",27392623,27393576,"-","NC_000002.12",27392623,27393576,"-","FTH1P3","GeneID:2498","GENE","GRCh38.p7-Primary Assembly","-",""
"1120130",9606,"16",31179444,31194871,"+","NC_000016.10",31179444,31194871,"+","FUS","GeneID:2521","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"249214",9606,"1",201134771,201171625,"-","NC_000001.11",201134771,201171625,"-","TMEM9","GeneID:252839","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"3142455",9606,"Y",9519666,9525268,"-","NC_000024.10",9519666,9525268,"-","FAM197Y2P","GeneID:252946","GENE","GRCh38.p7-Primary Assembly","-",""
"3142096",9606,"Y",7699357,7701247,"-","NC_000024.10",7699357,7701247,"-","TTTY16","GeneID:252948","GENE","GRCh38.p7-Primary Assembly","-",""
"3148333",9606,"Y",22851584,22852715,"+","NC_000024.10",22851584,22852715,"+","TTTY17A","GeneID:252949","GENE","GRCh38.p7-Primary Assembly","-",""
"3142192",9606,"Y",8683370,8683878,"-","NC_000024.10",8683370,8683878,"-","TTTY18","GeneID:252950","GENE","GRCh38.p7-Primary Assembly","-",""
"3142265",9606,"Y",9329880,9334832,"-","NC_000024.10",9329880,9334832,"-","TTTY20","GeneID:252951","GENE","GRCh38.p7-Primary Assembly","-",""
"3142201",9606,"Y",8704472,8705283,"+","NC_000024.10",8704472,8705283,"+","TTTY19","GeneID:252952","GENE","GRCh38.p7-Primary Assembly","-",""
"3142520",9606,"Y",9717653,9721296,"-","NC_000024.10",9717653,9721296,"-","TTTY21","GeneID:252953","GENE","GRCh38.p7-Primary Assembly","-",""
"3142546",9606,"Y",9801153,9813245,"+","NC_000024.10",9801153,9813245,"+","TTTY22","GeneID:252954","GENE","GRCh38.p7-Primary Assembly","-",""
"3142559",9606,"Y",9910798,9911962,"+","NC_000024.10",9910798,9911962,"+","TTTY23","GeneID:252955","GENE","GRCh38.p7-Primary Assembly","-",""
"896239",9606,"14",65410592,65744122,"+","NC_000014.9",65410592,65744122,"+","FUT8","GeneID:2530","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2493815",9606,"6",31197760,31203968,"+","NC_000006.12",31197760,31203968,"+","HCG27","GeneID:253018","GENE","GRCh38.p7-Primary Assembly","-",""
"2997069",9606,"9",120843042,120854373,"+","NC_000009.12",120843042,120854373,"+","PSMD5-AS1","GeneID:253039","GENE","GRCh38.p7-Primary Assembly","-",""
"1029097",9606,"15",77641764,77649240,"+","NC_000015.10",77641764,77649240,"+","LINGO1-AS1","GeneID:253044","GENE","GRCh38.p7-Primary Assembly","-",""
"641315",9606,"12",9055589,9065070,"-","NC_000012.12",9055589,9065070,"-","LINC00612","GeneID:253128","GENE","GRCh38.p7-Primary Assembly","-",""
"1986361",9606,"22",42553857,42574382,"+","NC_000022.11",42553857,42574382,"+","SERHL2","GeneID:253190","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"387597",9606,"10",75296383,75361678,"+","NC_000010.11",75296383,75361678,"+","ZNF503-AS1","GeneID:253264","GENE","GRCh38.p7-Primary Assembly","-",""
"2191752",9606,"3",186454981,186493661,"-","NC_000003.12",186454981,186493661,"-","LOC253573","GeneID:253573","GENE","GRCh38.p7-Primary Assembly","-",""
"744463",9606,"12",103843749,103930211,"-","NC_000012.12",103843749,103930211,"-","TTC41P","GeneID:253724","GENE","GRCh38.p7-Primary Assembly","-",""
"790404",9606,"13",21372571,21459370,"-","NC_000013.11",21372571,21459370,"-","ZDHHC20","GeneID:253832","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1893020",9606,"20",62543070,62551561,"-","NC_000020.11",62543070,62551561,"-","C20orf166-AS1","GeneID:253868","GENE","GRCh38.p7-Primary Assembly","-",""
"2846606",9606,"8",63168553,63212788,"+","NC_000008.11",63168553,63212788,"+","YTHDF3","GeneID:253943","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1286126",9606,"17",50556207,50562108,"-","NC_000017.11",50556207,50562108,"-","CACNA1G-AS1","GeneID:253962","GENE","GRCh38.p7-Primary Assembly","-",""
"1115526",9606,"16",29906335,29926247,"-","NC_000016.10",29906335,29926247,"-","KCTD13","GeneID:253980","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"851516",9606,"14",20588224,20607221,"+","NC_000014.9",20588224,20607221,"+","LOC254028","GeneID:254028","GENE","GRCh38.p7-Primary Assembly","-",""
"1736391",9606,"2",171999897,172082430,"+","NC_000002.12",171999897,172082430,"+","METAP1D","GeneID:254042","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2364",9606,"1",1137017,1144056,"+","NC_000001.11",1137017,1144056,"+","LINC01342","GeneID:254099","GENE","GRCh38.p7-Primary Assembly","-",""
"542396",9606,"11",65569220,65570413,"-","NC_000011.10",65569220,65570413,"-","SSSCA1-AS1","GeneID:254100","GENE","GRCh38.p7-Primary Assembly","-",""
"1690956",9606,"2",121649654,121728560,"+","NC_000002.12",121649654,121728560,"+","NIFK-AS1","GeneID:254128","GENE","GRCh38.p7-Primary Assembly","-",""
"2225997",9606,"4",17841199,18023287,"-","NC_000004.12",17841199,18023287,"-","LCORL","GeneID:254251","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"545515",9606,"11",66278201,66284214,"+","NC_000011.10",66278201,66284214,"+","CNIH2","GeneID:254263","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"152422",9606,"1",108815898,108858242,"-","NC_000001.11",108815898,108858242,"-","AKNAD1","GeneID:254268","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"3076003",9606,"X",49598992,49608536,"+","NC_000023.11",49598992,49608536,"+","GAGE1","GeneID:2543","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"318863",9606,"10",10934940,10952163,"-","NC_000010.11",10934940,10952163,"-","LINC00710","GeneID:254312","GENE","GRCh38.p7-Primary Assembly","-",""
"1041423",9606,"15",89361579,89398487,"+","NC_000015.10",89361579,89398487,"+","MIR9-3HG","GeneID:254559","GENE","GRCh38.p7-Primary Assembly","-",""
"1335404",9606,"17",80101526,80119882,"+","NC_000017.11",80101526,80119882,"+","GAA","GeneID:2548","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2126802",9606,"3",113947901,113998002,"+","NC_000003.12",113947901,113998002,"+","ZDHHC23","GeneID:254887","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2815402",9606,"8",23084355,23103558,"+","NC_000008.11",23084355,23103558,"+","LOC254896","GeneID:254896","GENE","GRCh38.p7-Primary Assembly","-",""
"2108204",9606,"3",94938263,94991328,"+","NC_000003.12",94938263,94991328,"+","LINC00879","GeneID:255025","GENE","GRCh38.p7-Primary Assembly","-",""
"2689154",9606,"7",44039049,44044296,"+","NC_000007.14",44039049,44044296,"+","LINC00957","GeneID:255031","GENE","GRCh38.p7-Primary Assembly","-",""
"440316",9606,"10",118046821,118210153,"+","NC_000010.11",118046821,118210153,"+","CASC2","GeneID:255082","GENE","GRCh38.p7-Primary Assembly","-",""
"2248386",9606,"4",57109762,57205299,"+","NC_000004.12",57109762,57205299,"+","IGFBP7-AS1","GeneID:255130","GENE","GRCh38.p7-Primary Assembly","-",""
"2337057",9606,"5",6582136,6588500,"+","NC_000005.10",6582136,6588500,"+","LINC01018","GeneID:255167","GENE","GRCh38.p7-Primary Assembly","-",""
"1000824",9606,"15",62242529,62248795,"-","NC_000015.10",62242529,62248795,"-","GOLGA2P11","GeneID:255180","GENE","GRCh38.p7-Primary Assembly","-",""
"2434483",9606,"5",149063317,149109787,"+","NC_000005.10",149063317,149109787,"+","LOC255187","GeneID:255187","GENE","GRCh38.p7-Primary Assembly","-",""
"971310",9606,"15",42141134,42156641,"-","NC_000015.10",42141134,42156641,"-","PLA2G4F","GeneID:255189","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1413781",9606,"19",1952527,1954549,"-","NC_000019.10",1952527,1954549,"-","CSNK1G2-AS1","GeneID:255193","GENE","GRCh38.p7-Primary Assembly","-",""
"2256211",9606,"4",74307571,74317298,"+","NC_000004.12",74307571,74317298,"+","EPGN","GeneID:255324","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2140434",9606,"3",126662081,126671939,"+","NC_000003.12",126662081,126671939,"+","NUP210P1","GeneID:255330","GENE","GRCh38.p7-Primary Assembly","-",""
"2204673",9606,"4",124247,202306,"+","NC_000004.12",124247,202306,"+","ZNF718","GeneID:255403","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"677313",9606,"12",48727435,48765786,"+","NC_000012.12",48727435,48765786,"+","LINC00935","GeneID:255411","GENE","GRCh38.p7-Primary Assembly","-",""
"760739",9606,"12",114408195,114412832,"+","NC_000012.12",114408195,114412832,"+","TBX5-AS1","GeneID:255480","GENE","GRCh38.p7-Primary Assembly","-",""
"465930",9606,"11",1309708,1310707,"+","NC_000011.10",1309708,1310707,"+","TOLLIP-AS1","GeneID:255512","GENE","GRCh38.p7-Primary Assembly","-",""
"523336",9606,"11",59942879,59995845,"+","NC_000011.10",59942879,59995845,"+","OOSP1","GeneID:255649","GENE","GRCh38.p7-Primary Assembly","-",""
"306797",9606,"1",246516039,246524287,"-","NC_000001.11",246516039,246524287,"-","LINC01743","GeneID:255654","GENE","GRCh38.p7-Primary Assembly","-",""
"111121",9606,"1",55039476,55064853,"+","NC_000001.11",55039476,55064853,"+","PCSK9","GeneID:255738","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1103880",9606,"16",21957540,22001137,"-","NC_000016.10",21957540,22001137,"-","PDZD9","GeneID:255762","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
